Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Exp. q-value: Combined,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Score Sequest HT: A3 Sequest HT,# Peptides (by Search Engine): A3 Sequest HT,Biological Process,Cellular Component,Molecular Function,Pfam IDs,Entrez Gene ID,Gene ID,Gene Symbol,WikiPathways,Ensembl Gene ID,Reactome Pathways,# Protein Pathway Groups,# Razor Peptides,Abundance Ratio: (T02) / (T01),Abundance Ratio: (T03) / (T01),Abundance Ratio: (T06) / (T03),Abundance Ratio: (T05) / (T04),Abundance Ratio: (T06) / (T04),Abundance Ratio: (T07) / (T04),Abundance Ratio Adj. P-Value: (T02) / (T01),Abundance Ratio Adj. P-Value: (T03) / (T01),Abundance Ratio Adj. P-Value: (T06) / (T03),Abundance Ratio Adj. P-Value: (T05) / (T04),Abundance Ratio Adj. P-Value: (T06) / (T04),Abundance Ratio Adj. P-Value: (T07) / (T04),Abundances (Grouped): T01,Abundances (Grouped): T02,Abundances (Grouped): T03,Abundances (Grouped): T04,Abundances (Grouped): T05,Abundances (Grouped): T06,Abundances (Grouped): T07,Abundances (Grouped) CV [%]: T01,Abundances (Grouped) CV [%]: T02,Abundances (Grouped) CV [%]: T03,Abundances (Grouped) CV [%]: T04,Abundances (Grouped) CV [%]: T05,Abundances (Grouped) CV [%]: T06,Abundances (Grouped) CV [%]: T07,S01_T01,S02_T01,S03_T01,S04_T01,S05_T01,S06_T01,S07_T01,S08_T01,S09_T01,S010_T01,S01_T02,S02_T02,S03_T02,S04_T02,S05_T02,S06_T02,S07_T02,S08_T02,S09_T02,S010_T02,S01_T03,S02_T03,S03_T03,S04_T03,S05_T03,S06_T03,S07_T03,S08_T03,S09_T03,S010_T03,S01_T04,S02_T04,S03_T04,S04_T04,S05_T04,S06_T04,S07_T04,S08_T04,S09_T04,S010_T04,S01_T05,S02_T05,S03_T05,S04_T05,S05_T05,S06_T05,S07_T05,S08_T05,S09_T05,S010_T05,S01_T06,S02_T06,S03_T06,S04_T06,S05_T06,S06_T06,S07_T06,S08_T06,S09_T06,S010_T06,S01_T07,S03_T07,S04_T07,S05_T07,S06_T07,S07_T07,S08_T07,S09_T07,S010_T07,"Found in Sample: [S1] F1: Sample, T01","Found in Sample: [S10] F10: Sample, T01","Found in Sample: [S16] F16: Sample, T01","Found in Sample: [S23] F23: Sample, T01","Found in Sample: [S30] F30: Sample, T01","Found in Sample: [S37] F37: Sample, T01","Found in Sample: [S44] F44: Sample, T01","Found in Sample: [S51] F51: Sample, T01","Found in Sample: [S58] F58: Sample, T01","Found in Sample: [S65] F65: Sample, T01","Found in Sample: [S2] F2: Sample, T02","Found in Sample: [S11] F11: Sample, T02","Found in Sample: [S17] F17: Sample, T02","Found in Sample: [S24] F24: Sample, T02","Found in Sample: [S31] F31: Sample, T02","Found in Sample: [S38] F38: Sample, T02","Found in Sample: [S45] F45: Sample, T02","Found in Sample: [S52] F52: Sample, T02","Found in Sample: [S59] F59: Sample, T02","Found in Sample: [S66] F66: Sample, T02","Found in Sample: [S3] F3: Sample, T03","Found in Sample: [S4] F4: Sample, T03","Found in Sample: [S12] F12: Sample, T03","Found in Sample: [S18] F18: Sample, T03","Found in Sample: [S25] F25: Sample, T03","Found in Sample: [S32] F32: Sample, T03","Found in Sample: [S39] F39: Sample, T03","Found in Sample: [S46] F46: Sample, T03","Found in Sample: [S53] F53: Sample, T03","Found in Sample: [S60] F60: Sample, T03","Found in Sample: [S67] F67: Sample, T03","Found in Sample: [S5] F5: Sample, T04","Found in Sample: [S6] F6: Sample, T04","Found in Sample: [S13] F13: Sample, T04","Found in Sample: [S19] F19: Sample, T04","Found in Sample: [S26] F26: Sample, T04","Found in Sample: [S33] F33: Sample, T04","Found in Sample: [S40] F40: Sample, T04","Found in Sample: [S47] F47: Sample, T04","Found in Sample: [S54] F54: Sample, T04","Found in Sample: [S61] F61: Sample, T04","Found in Sample: [S68] F68: Sample, T04","Found in Sample: [S7] F7: Sample, T05","Found in Sample: [S20] F20: Sample, T05","Found in Sample: [S27] F27: Sample, T05","Found in Sample: [S34] F34: Sample, T05","Found in Sample: [S41] F41: Sample, T05","Found in Sample: [S48] F48: Sample, T05","Found in Sample: [S55] F55: Sample, T05","Found in Sample: [S62] F62: Sample, T05","Found in Sample: [S69] F69: Sample, T05","Found in Sample: [S8] F8: Sample, T06","Found in Sample: [S14] F14: Sample, T06","Found in Sample: [S21] F21: Sample, T06","Found in Sample: [S28] F28: Sample, T06","Found in Sample: [S35] F35: Sample, T06","Found in Sample: [S42] F42: Sample, T06","Found in Sample: [S49] F49: Sample, T06","Found in Sample: [S56] F56: Sample, T06","Found in Sample: [S63] F63: Sample, T06","Found in Sample: [S70] F70: Sample, T06","Found in Sample: [S9] F9: Sample, T07","Found in Sample: [S15] F15: Sample, T07","Found in Sample: [S22] F22: Sample, T07","Found in Sample: [S29] F29: Sample, T07","Found in Sample: [S36] F36: Sample, T07","Found in Sample: [S43] F43: Sample, T07","Found in Sample: [S50] F50: Sample, T07","Found in Sample: [S57] F57: Sample, T07","Found in Sample: [S64] F64: Sample, T07","Found in Sample: [S71] F71: Sample, T07",# Protein Groups
FALSE,High,Master Protein,NP_036529.1,serpin B13 isoform 2 [Homo sapiens],0,69.997,49,18,274,1,391,44.2,5.71,295.72,18,other biological processes,non-structural extracellular;cytosol;nucleus;other cytoplasmic organelle;other cell component,enzyme regulator activity;other molecular function,Pf00079,,A8K2Q8; hsa:5275; NP_036529.1; Q3MII2; Q9HCX1; Q9UBW1; Q9UIV8; Q9UKG0,SERPINB13,,ENSG00000197641,RUNX1 regulates transcription of genes involved in differentiation of keratinocytes,1,0,0.873,1.389,1.044,3.636,1.378,1.42,1,1,1,1,1,1,63.1,55.1,87.7,66.5,241.7,91.6,94.4,114.22,67.59,94.81,85.81,63.02,62.73,86.68,,1314542.336,,,,483550.7572,,3294884.819,1548277.344,9673726.752,1031028.359,,,709366.8346,,,,3290943.27,1772843.688,,1273523.429,8002019.742,,1621627.92,,,249310.4378,2853132.349,8044588.656,10387412.67,1629439.283,6029472.119,1630780.701,3354481.454,,,204352.2569,1748896.919,3167345.921,842589.4848,,,,,,,891134.3226,4669220.016,8396595.438,7529502.337,2921807.178,231536.8398,,,460074.2619,,473278.7111,2591158.212,3223048.841,1947644.992,,,1172153.523,,1873815.947,,2863055.446,7393098.224,5672584.825,Not Found,Peak Found,Not Found,Not Found,Not Found,High,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Not Found,Peak Found,Not Found,Not Found,Not Found,High,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Not Found,Not Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Not Found,Peak Found,High,Peak Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,Peak Found,High,Peak Found,Peak Found,High,Not Found,Not Found,Not Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Not Found,Peak Found,Not Found,High,Not Found,Peak Found,Peak Found,Peak Found,1
FALSE,High,Master Protein,NP_000111.1,epoxide hydrolase 1 [Homo sapiens],0,69.984,40,17,168,17,455,52.9,7.25,156,17,other metabolic processes;other biological processes,other membranes;ER/Golgi,other molecular function,Pf00561,2052,B2R8N0; hsa:2052; NP_000111.1; P07099; Q5VTJ6; Q9NP75; Q9NPE7; Q9NQU6; Q9NQU7; Q9NQU8; Q9NQU9; Q9NQV0; Q9NQV1; Q9NQV2,EPHX1,Photodynamic therapy-induced NFE2L2 (NRF2) survival signaling; Benzene metabolism; Benzo(a)pyrene metabolism; Aflatoxin B1 metabolism; Metapathway biotransformation Phase I and II,ENSG00000143819,Phase I - Functionalization of compounds,6,0,0.454,0.554,1.075,0.668,1.04,0.799,1,1,1,1,1,1,174.2,79.2,96.6,99.8,66.7,103.8,79.8,59.52,72.16,106.12,68.56,75.57,79.84,59.67,9960968.268,27529311.43,4924559.498,14713787.83,23832321.77,17321751.31,52789495.14,25480070.3,17147866.56,27285843.01,6317647.55,7489963.365,4377840.581,28334120.73,7123827.125,7775909.111,12240164.8,10956568.66,31927830.88,24869793.86,20642725.88,18711247.26,1639760.754,16489188.52,24110334.09,2279023.893,10114598.11,11259915.46,61696847.89,1666270.617,6788194.127,9305876.057,316235.105,15261238.62,12261028.27,16768892.72,18126305.68,9422539.686,30397470,2242351.128,6058049.432,5130502.012,3041126.268,7776183.779,9058019.523,5259616.401,19791910.41,14705256.38,27254166.27,4355189.556,2457140.486,14195049.67,7868888.481,7702377.819,22001737.16,2162701.247,18622602.16,19854660.99,34661848.44,34686012.47,2530791.728,7643183.294,9133990,5560970.497,5004412.25,9468117.045,18984883.38,22702637.39,17580273.51,High,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,High,High,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,High,Peak Found,High,High,High,High,Peak Found,Peak Found,Peak Found,High,High,Peak Found,High,High,High,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,High,High,High,High,Peak Found,Peak Found,Peak Found,Peak Found,High,High,High,High,High,High,Peak Found,Peak Found,High,High,High,Peak Found,High,High,High,High,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,High,High,Peak Found,1
FALSE,High,Master Protein,NP_742086.1,TNFSF12-TNFSF13 protein [Homo sapiens],0,69.701,25,10,493,10,330,36.6,9.86,881.6,10,signal transduction;other biological processes,non-structural extracellular;other membranes,signal transduction activity or receptor binding,Pf00229,,A0A0A6YY99; hsa:407977; NP_742086.1,TNFSF12-TNFSF13,,,,0,0,1.507,1.239,0.782,0.981,0.615,0.861,1,1,1,1,1,1,76.1,114.8,94.3,120,117.7,73.8,103.3,78.81,273.33,60.94,50.22,58.28,137.8,69.6,22080103.02,6185955.495,24912620.32,10783971.11,6349357.378,17530256.87,6574943.301,12176725.95,48720420.68,10482509.29,12150477.46,1069342280,28397320.61,8507561.244,3722088.769,21605921.24,12129181.1,19139241.35,27786971.07,15587850.72,14197543.43,6906305.38,4505888.595,10036325.01,5562982.682,27507674.19,8443169.486,16138476.82,28168260.17,19000477.09,18058180.13,30952058.15,30976945.76,4715004.694,6472589.095,11295572.63,13455685.63,21951567.98,23888514.46,20624144.68,15008577.04,4981724.433,30398218.47,3795146.088,3445634.46,25922192.36,17720185.98,30275201.48,23377677.09,10940919.75,9969047.834,16720547.75,6694927.535,29872783.35,6655929.28,12371763.12,15003345.51,7853398.113,18666024.89,103308681,21673170.98,16979826.28,12898704.33,14456090.86,22568856.08,12823783.01,57758717.59,9698061.287,13773822.14,Peak Found,High,High,Peak Found,High,High,High,High,High,High,High,High,High,Peak Found,Peak Found,High,High,High,High,High,High,High,High,High,Peak Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Peak Found,High,High,High,High,High,Peak Found,High,High,High,High,Peak Found,High,1
FALSE,High,Master Protein,NP_001257480.1,midkine isoform a precursor [Homo sapiens],0,69.686,56,13,252,13,143,15.6,9.79,376.92,13,cell cycle OR cell proliferation;cell organization and biogenesis;stress response;developmental processes;signal transduction;other biological processes,non-structural extracellular,signal transduction activity or receptor binding;other molecular function,"Pf01091, Pf05196",4192,hsa:4192; NP_001257480.1; P21741; Q2LEK4; Q9UCC7,MDK,Pleural mesothelioma; TROP2 regulatory signaling,ENSG00000110492,NOTCH2 Activation and Transmission of Signal to the Nucleus; Signaling by ALK,4,0,1.434,0.683,1.453,0.335,0.438,0.739,1,1,1,1,1,1,79.5,113.9,54.3,180,60.4,78.9,133.1,85.79,88.7,79.48,82.16,94.52,97.44,62.21,2792005.325,4568583.565,11322797.5,2078852.67,2391224.352,5262222.028,326442.856,17540947.87,12612943.54,5728456.38,2866364.542,8796456.952,15231676.07,1101900.626,1039313.934,2238434.053,10404883.53,23669864.21,18496152.08,5619457.171,2736264.641,5039171.486,,7036258.142,,436160.2243,3349701.09,13182417.71,10912779.99,2879325.473,6845505.553,21233464.71,43823244.63,4694449.397,8115886.887,17801140.11,11104961.59,13051536.65,5295337.746,11532001.25,1461006.057,8344083.753,15250537.29,1936261.462,2078733.333,3725409.949,8705577.107,18591990.81,10281293.56,694477.3456,878841.857,3687918.143,2196142.763,3323830.864,7123427.723,14369956.49,24466995.41,2773609.902,8126433.524,2666801.702,1212846.783,16224283.27,3101072.993,5983253.787,9051895.393,8559724.945,16418932.42,11320266.11,7877894.611,Peak Found,High,High,Peak Found,High,High,Peak Found,High,High,Peak Found,Peak Found,High,High,High,Peak Found,Peak Found,Peak Found,High,High,Peak Found,High,High,High,Not Found,Peak Found,Not Found,High,Peak Found,High,High,Peak Found,High,High,High,High,Peak Found,High,High,High,High,High,High,Peak Found,High,Peak Found,High,High,High,High,High,Peak Found,Peak Found,High,High,Peak Found,High,High,High,High,High,Peak Found,Peak Found,High,High,Peak Found,High,High,Peak Found,High,Peak Found,Peak Found,1
FALSE,High,Master Protein,NP_001289617.1,apolipoprotein E isoform a precursor [Homo sapiens],0,69.576,59,18,214,18,343,39,6.24,307.99,18,,,,,,NP_001289617.1,,,,,0,0,0.943,0.796,1.59,0.432,1.127,0.671,1,1,1,1,1,1,110,103.7,87.5,123.5,53.4,139.1,82.9,58.64,53.27,66.6,49.02,126.96,124.96,202.25,17310217.08,13227386.77,33893922.19,14139615.24,29880199.12,8046550.223,13793762.48,25267668.46,8903526.248,3688015.423,25299964.08,13278582.73,13052823.76,12911231.07,3884822.116,1903907.779,8576197.072,18090366.95,15065990.8,17913105.18,17650264.76,16265262.06,34871445.3,9805892.94,8323180.174,11063301.08,20816541.17,11110605.98,24216919.01,443875.9918,15678960.54,27314476.17,11032490.2,23354603.89,23630380.86,13426119.56,23616611.69,10278578.2,30974532.55,1837845.844,12719559.89,14887899.43,45037796.78,2421479.153,1873017.263,4746797.455,6778025.608,6778806.878,13991167.69,2095089.723,38552322.29,6685462.7,139070450.2,6721064.919,16621739.3,11266038.22,31383797.75,18776129.83,31788083.75,6019460.66,39113821.63,264565694.5,29813033,7779373.386,1332894.865,2069140.731,14246804.75,29125034.9,1722603.267,Peak Found,High,High,Peak Found,High,High,High,High,High,High,High,High,High,Peak Found,High,Peak Found,Peak Found,High,High,Peak Found,Peak Found,Peak Found,High,High,Peak Found,High,High,High,High,High,Peak Found,High,High,High,High,High,High,Peak Found,High,High,High,Peak Found,High,High,Peak Found,Peak Found,High,Peak Found,High,High,Peak Found,Peak Found,High,High,Peak Found,High,High,Peak Found,High,Peak Found,High,Peak Found,High,High,Peak Found,High,Peak Found,Peak Found,High,Peak Found,Peak Found,1
FALSE,High,Master Protein,NP_940978.2,agrin isoform 2 precursor [Homo sapiens],0,69.546,18,23,76,23,2045,214.7,6.4,81.61,23,,,,,,NP_940978.2,,,,,0,0,0.197,0.312,1.37,1.067,1.419,0.842,1,1,1,1,1,1,248.7,49.1,77.7,75,80,106.4,63.1,74.54,80.45,72,93.48,67.28,57.03,66.15,20038363.5,4799162.487,3444699.018,1754031.627,,12508046.05,10652685.07,18865355.64,1652769.637,10657481.74,2001177.414,442490.0947,5881390.178,9682807.301,2152000.741,1918704.573,1593171.875,7345799.081,2054032.008,4026943.731,4763943.851,7860670.151,2344984.993,6856578.504,2284106.055,1243888.196,3327315.75,7801110.284,6676517.349,88218.64746,1050835.084,467984.6215,3591177.475,1651638.055,,823806.9612,5620642.723,4829319.394,12028598.27,3543322.47,2446624.881,996966.7,3429123.852,3086829.436,715914.5622,3088344.3,4079009.299,6682872.237,5011347.219,10882851.13,5425350.348,2431101.91,6366092.628,3829290.789,1653481.698,2629178.429,2889073.354,8119289.8,6835404.6,8504176.028,2703922.787,4273562.077,2591227.186,1038325.015,5300319.983,1286198.003,8889954.905,5830760.085,,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,High,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,High,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,High,High,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,High,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,High,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,High,Peak Found,High,High,Not Found,1
FALSE,High,Master Protein,NP_001292553.1,calmodulin-2 isoform 1 [Homo sapiens],0,69.543,40,11,1075,8,197,22.2,4.63,1923.71,11,,,,,,NP_001292553.1,,,,,0,0,1.901,1.298,1.707,1.487,1.102,0.481,1,1,1,1,1,1,56.5,107.5,73.4,113.7,169,125.3,54.6,81.87,53.82,125.06,58.93,68.69,72.1,104.78,15834108.22,18030731.22,14846497.87,51732480.72,20694198.56,2955374.166,8954227.224,65332340.46,51992241.41,13151395.63,8802271.848,27209319.79,29357844.92,55410259.04,35138633.41,16967102.62,26798702.74,75586289.6,48121756.54,37895414.42,21931893.36,21170069.21,11065685.54,18730135.03,36913852.41,3395889.776,31701672.01,100789267.3,185447964.6,42925313.7,22977259.97,43248116.27,30736986.46,28356607.02,53400364.9,77337181.27,49652715.78,33970914.52,91314595.95,14791720.07,6509746.713,18784428.52,114430192.8,29213252.14,50500242.12,18377766.76,29188527.64,93856682.83,93922601.52,98287358.62,13543375.4,20606343.25,5394351.433,34195574.7,90350634.74,14072623.94,72021423.21,69939947.19,82179933.51,41003223.13,5454146.043,3819437.699,12938362.5,29421896.93,12280471.99,29483399.42,79531899.54,92556150.92,10867814.33,High,High,High,High,High,Peak Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Peak Found,High,High,High,High,High,High,High,High,High,Peak Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Peak Found,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,NP_999876.2,proline-rich protein 27 precursor [Homo sapiens],0,69.517,24,6,4511,6,219,22.7,4.87,12969.56,6,,,,,401137,A8MXP0; hsa:401137; NP_999876.2; Q6MZM9; Q6MZR6,PRR27,,ENSG00000187533; ENSG00000282868,,0,0,1.977,1.093,0.912,1.734,0.814,1.596,1,1,1,1,1,1,67.5,133.5,73.8,82.7,143.3,67.3,131.9,118.36,70.46,103.49,71.9,105.55,51.32,84.98,69463449.13,8674819.913,375837256.2,13500591.62,38745770.55,295794647.9,48106962.13,33018518.96,119061666.4,63996804.99,362304188,105462654.1,316746691.1,41710612.24,85901858.98,241934432.1,61592672.38,210306487.7,73850333.15,114149536.3,255133829,19722103.13,220547790.1,15519662.04,59368668.99,60633313.3,14138682.01,84121725.56,36660463.74,180185040.9,39338518.59,85846640.54,184737763.8,41855425.24,67935907.18,95553880.64,29756040.79,60242331.21,68884703.9,224051683.8,97310125.4,61661929.29,679813061.6,81117914.68,117769232.1,145800025.5,22298165.84,165290957.6,238472666.3,114489063.2,57539646.49,123186119.1,143519652.1,53111111.71,59019570.41,45776275.6,120229997.6,41169984.82,52227008.26,44193189.06,40901557.16,144721483.2,19762962.59,373677840.6,119495067.6,60263046.98,44768981.28,98334242.13,185737307.7,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,XP_011525622.1,myosin-14 isoform X1 [Homo sapiens],0,69.365,6,16,633,3,2043,232.9,5.68,1356.88,16,,,,,,XP_011525622.1,,,,,0,0,1.121,0.754,2.762,1.132,1.334,0.997,1,1,1,1,1,1,71.2,79.8,53.6,111,125.6,148.1,110.6,249.86,179.76,171.52,71.97,62.49,78.76,53.89,314454.9004,3746036.745,2938536.031,295987.0202,1171929.982,,1186778.441,192246727.4,,,,1663876.982,591143.3247,145902120.4,893514.1844,1064394.78,2132809.346,202513.7327,133482890.7,,480203.0035,544042.0624,,73793964.66,1131834.734,706739.026,7030214.983,,49727880.81,,812817.239,2595455.904,,4093211.476,1851285.239,1429009.339,7151449.726,,1782251.024,2854155.014,,791578.3933,,2568458.99,,1204140.814,5347307.674,1288752.226,2080235.938,2109495.971,1300035.734,1287680.456,587864.5376,,1882438.876,,7455641.974,4307085.688,3241345.801,3798279.746,1578952.933,,3976108.453,790460.6607,1496185.153,2156196.122,3162923.79,3943397.353,,High,High,Peak Found,High,Peak Found,Not Found,Peak Found,High,Not Found,High,Not Found,Peak Found,High,High,Peak Found,Peak Found,Peak Found,High,High,High,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,High,High,High,Peak Found,High,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,High,High,High,High,High,Not Found,High,Not Found,Peak Found,High,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Not Found,High,High,Peak Found,High,Peak Found,Peak Found,Not Found,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,1
FALSE,High,Master Protein,NP_001269316.1,isocitrate dehydrogenase [NADP] cytoplasmic [Homo sapiens],0,69.287,46,18,415,16,414,46.6,7.01,405.15,18,other metabolic processes;stress response;developmental processes;other biological processes,non-structural extracellular;cytosol;mitochondrion;other cytoplasmic organelle;other cell component,other molecular function,Pf00180,3417,hsa:3417; NP_001269316.1; O75874; Q567U4; Q6FHQ6; Q7Z3V0; Q93090; Q9NTJ9; Q9UKW8,IDH1,Glutathione metabolism; TCA cycle and deficiency of pyruvate dehydrogenase complex (PDHc); Amino acid metabolism,ENSG00000138413,Peroxisomal protein import; Neutrophil degranulation; Abnormal conversion of 2-oxoglutarate to 2-hydroxyglutarate; NADPH regeneration; NFE2L2 regulating TCA cycle genes,8,2,0.829,1.006,0.939,0.946,0.825,1.288,1,1,1,1,1,1,93.6,77.6,94.1,107.1,101.3,88.4,137.9,59.34,53.07,69.36,55.8,117.87,66.29,108.76,25398887.16,34531515.43,3428098.673,7252762.655,15585819.52,21993898.86,6847162.203,16714343.3,11352308.13,16647929.9,8574210.742,22483170.86,4503784.37,9586608.647,13063766.81,10655651.16,14448943.05,13653584.29,31344886.3,15662019.26,11285841.8,19181587.57,13899007.52,27603908.3,16197743.32,7006459.512,17387306.32,13956528.02,34261318.27,54353533.52,6830294.682,35940163.98,5360865.644,24962268.61,18417930.28,16433183.73,18420870.79,21279750.67,35455134.12,41221877.38,21506813.4,16445723.57,100115608.5,3132768.504,7994269.719,17433601.47,10688785.52,21254845.37,26087928.77,14536141.25,6410770.405,23143552.48,6728894.691,9591851.099,18025872.38,6955356.636,16430320.22,19425474.03,41201773.43,14066444.08,18257280.1,124484477.7,35502405.38,12223734.17,30033381.43,5106505.872,24326248.27,29965555.41,10563679.84,High,High,Peak Found,High,High,High,High,Peak Found,High,High,Peak Found,High,Peak Found,High,High,High,Peak Found,High,High,High,High,High,High,Peak Found,High,High,High,High,High,High,Peak Found,High,High,High,High,High,High,High,High,High,High,High,High,Peak Found,Peak Found,High,High,High,High,High,High,Peak Found,High,High,Peak Found,High,High,High,High,High,Peak Found,Peak Found,High,High,High,High,High,Peak Found,High,High,Peak Found,1
FALSE,High,Master Protein,XP_011541136.1,neutrophil collagenase isoform X1 [Homo sapiens],0,69.178,34,15,549,15,476,54.7,8.03,738.65,15,,,,,,XP_011541136.1,,,,,0,0,0.842,0.739,0.887,0.579,0.569,0.751,1,1,1,1,1,1,118.2,99.5,87.4,136.2,78.9,77.5,102.3,101.32,47.49,55.7,61.65,63.21,52.34,47.47,21407121.94,34415300.81,3735418.764,86786405.11,9292973.807,2569643.561,17967586.69,29292431.83,14054515.73,20439583.1,4839154.195,17690381.44,9981852.36,24153401.15,17464916.45,7534259.435,8199049.162,14899900.96,25401374.09,19033680.79,6886578.141,14163853.26,4369140.862,15708062.43,15057522.01,5528669.25,29851181.71,12916218.76,20803739.94,22462943.24,22087230.77,27084039.77,5693306.469,11894544.95,15773823.23,14482021.98,36370067.54,49968928.01,49291354.32,31181135.45,19447885.68,8251298.299,3521135.3,10459955.84,7402362.717,11953244.66,33226173.7,17206883.54,12799202.58,32664862.65,8936090.11,20703399.66,7297461.672,8316953.46,5756360.016,17651439.48,19589068.98,21555439.31,19383649.95,27398394.19,14860330.49,3335464.15,19606044.06,3211970.51,17013273.15,16180538.95,26585190.32,17103321.73,14113808.91,High,High,Peak Found,High,High,High,High,High,High,High,Peak Found,High,High,High,High,High,High,High,High,High,High,High,High,Peak Found,High,High,High,High,High,Peak Found,High,High,High,Peak Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Peak Found,High,High,High,Peak Found,Peak Found,High,High,High,High,Peak Found,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,NP_059118.2,calmodulin-like protein 5 [Homo sapiens],0,69.028,68,11,455,11,146,15.9,4.44,920.92,11,signal transduction;other biological processes,non-structural extracellular;other cell component,enzyme regulator activity;other molecular function,Pf13499,51806,hsa:51806; NP_059118.2; Q5SQI3; Q8IXU8; Q9NZT1,CALML5,Alzheimer's disease and miRNA effects; Ras signaling; Melanoma; Alzheimer's disease,ENSG00000178372,Neutrophil degranulation,5,0,0.922,0.753,1.617,0.416,0.909,0.439,1,1,1,1,1,1,109.8,101.2,82.7,147,61.2,133.6,64.6,92.02,107.21,152.25,89.82,136.8,86.41,137.7,16850568.8,12480790.84,1163563.914,14558768,5924728.697,2745973.117,4773174.898,12374079.25,44369996.16,25455912.86,11181142.43,6350788.323,4107487.069,22129177.89,11730187.71,2014381.031,5783288.775,69969938.25,25897905.08,32202780.71,5135175.915,9085892.69,5920773.581,8216890.427,10530458.54,,9639827.172,33517240.57,122139948.9,32691280.36,3095056.964,5703631.018,4436624.393,20254134.95,16421272.46,17292188.59,16637756.27,17203520.12,51013186.61,47838075.57,6928362.52,8922921.186,3921149.493,14021697.19,12345263.4,2308882.008,6333773.271,76506838.42,82884456.67,6084704.032,4928338.411,3899853.984,8436330.923,13577410.01,16861062.67,4441065.59,22958143.73,40869423.86,62212047.52,33706098.72,4362307.968,8082607.67,4784319.669,7468723.666,3636428.427,7158188.954,52402560.19,74073146.79,12792390.49,High,High,High,High,High,Peak Found,High,High,High,High,Peak Found,High,High,High,High,High,High,High,High,High,High,Peak Found,High,Peak Found,High,High,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Peak Found,High,High,High,High,High,High,High,High,Peak Found,High,High,High,High,High,High,High,High,High,Peak Found,High,High,Peak Found,High,Peak Found,High,High,High,High,1
